8s_LCVI_linearized0.14285714285714285_0_tilted0.2_bigM.csv:0.01733851432800293,utility_term_linearized,0,0,-554.3486938476562,192.57292467620897,3.522463321685791,3.9787540435791016,9996.4873046875,9996.021484375,0.5788217186927795,1.2769564390182495,1.4909961223602295,1.3500584363937378
8s_LCVI_linearized0.14285714285714285_0_tilted0.2_bigM.csv:16.209195613861084,utility_term_linearized,0,1000,-35.54896926879883,162.7527625739818,3.5328917503356934,3.7917680740356445,9996.4765625,9996.208984375,1.4149717092514038,0.5495158433914185,0.44247692823410034,0.40770262479782104
8s_LCVI_linearized0.14285714285714285_0_tilted0.2_bigM.csv:32.443530321121216,utility_term_linearized,0,2000,-35.338993072509766,152.47330243886452,3.5472450256347656,3.6800570487976074,9996.4619140625,9996.3203125,1.811346411705017,0.4837889075279236,0.9742770791053772,0.5532817840576172
8s_LCVI_linearized0.14285714285714285_0_tilted0.2_bigM.csv:48.63382077217102,utility_term_linearized,0,3000,-35.217044830322266,138.77158561178834,3.551130533218384,3.4888672828674316,9996.4580078125,9996.51171875,2.334679365158081,0.5070858001708984,1.755635142326355,0.7415326237678528
8s_LCVI_linearized0.14285714285714285_0_tilted0.2_bigM.csv:64.85010743141174,utility_term_linearized,0,4000,-34.10792541503906,123.48639575566854,3.569413185119629,3.3372206687927246,9996.4423828125,9996.662109375,2.9612033367156982,0.6008711457252502,2.705747604370117,0.9491415619850159
8s_LCVI_linearized0.14285714285714285_0_tilted0.2_bigM.csv:81.03644514083862,utility_term_linearized,0,5000,-33.49002456665039,107.69215971968214,3.6026382446289062,3.1505753993988037,9996.40625,9996.849609375,3.6174120903015137,0.7173857092857361,3.450505018234253,1.1570558547973633
8s_LCVI_linearized0.14285714285714285_0_tilted0.2_bigM.csv:96.64315962791443,utility_term_linearized,0,6000,-33.564998626708984,99.50923267057667,3.645923137664795,3.0358541011810303,9996.365234375,9996.96484375,4.213808059692383,0.8577837347984314,4.017710208892822,1.3653159141540527
8s_LCVI_linearized0.14285714285714285_0_tilted0.2_bigM.csv:112.71489977836609,utility_term_linearized,0,7000,-33.32075881958008,93.64648104338248,3.6790249347686768,3.0005035400390625,9996.330078125,9997.0,4.666141033172607,0.9048182368278503,4.3098039627075195,1.3842122554779053
8s_LCVI_linearized0.14285714285714285_0_tilted0.2_bigM.csv:128.97612142562866,utility_term_linearized,0,8000,-33.922828674316406,91.49624358934847,3.6882166862487793,2.972104787826538,9996.322265625,9997.02734375,4.961913108825684,0.9911143183708191,4.410904884338379,1.5071907043457031
8s_LCVI_linearized0.14285714285714285_0_tilted0.2_bigM.csv:145.20628905296326,utility_term_linearized,0,9000,-33.77437973022461,91.5908609748355,3.701294422149658,2.969768762588501,9996.30859375,9997.03125,5.0948686599731445,0.9989506006240845,4.268215179443359,1.5810377597808838
8s_LCVI_linearized0.14285714285714285_0_tilted0.2_bigM.csv:161.42421889305115,utility_term_linearized,0,10000,-33.343528747558594,87.88425576181906,3.717921495437622,2.979750633239746,9996.29296875,9997.01953125,5.037765979766846,1.0067801475524902,4.241837978363037,1.5012357234954834
8s_LCVI_linearized0.14285714285714285_0_tilted0.2_bigM.csv:177.61621117591858,utility_term_linearized,0,11000,-33.4097785949707,90.38979520480738,3.6982784271240234,3.017528772354126,9996.30859375,9996.982421875,5.07150411605835,1.0350887775421143,4.3447585105896,1.685145378112793
8s_LCVI_linearized0.14285714285714285_0_tilted0.2_bigM.csv:194.0055229663849,utility_term_linearized,0,12000,-33.66896057128906,89.7608037304006,3.7020742893218994,2.993410348892212,9996.3076171875,9997.0078125,5.086864948272705,1.1353063583374023,4.3697099685668945,1.4370324611663818
8s_LCVI_linearized0.14285714285714285_0_tilted0.2_bigM.csv:210.06502032279968,utility_term_linearized,0,13000,-33.37675476074219,90.05981743689493,3.7177703380584717,3.012181520462036,9996.2919921875,9996.9873046875,5.1515793800354,1.0591504573822021,4.433230876922607,1.5694535970687866
8s_LCVI_linearized0.14285714285714285_0_tilted0.2_bigM.csv:226.15528178215027,utility_term_linearized,0,14000,-32.794490814208984,89.44197689537906,3.7118992805480957,3.0268263816833496,9996.2978515625,9996.9736328125,5.0099639892578125,0.9255808591842651,4.313386917114258,1.7047255039215088
8s_LCVI_linearized0.14285714285714285_0_tilted0.2_bigM.csv:241.7481095790863,utility_term_linearized,0,15000,-33.775333404541016,88.64167578298083,3.7292182445526123,3.006333589553833,9996.28125,9996.9931640625,5.065069198608398,1.019277572631836,4.440854549407959,1.6380858421325684
8s_LCVI_linearized0.14285714285714285_0_tilted0.2_bigM.csv:257.0995261669159,utility_term_linearized,0,16000,-33.57713317871094,90.0489651423252,3.6875996589660645,2.989734411239624,9996.3232421875,9997.0107421875,5.04611873626709,1.0668692588806152,4.306919574737549,1.6279816627502441
8s_LCVI_linearized0.14285714285714285_0_tilted0.2_bigM.csv:271.27576780319214,utility_term_linearized,0,17000,-33.931907653808594,91.08928009844739,3.684171199798584,2.966550827026367,9996.328125,9997.033203125,5.120996475219727,0.9608895778656006,4.254852294921875,1.5447077751159668
8s_LCVI_linearized0.14285714285714285_0_tilted0.2_bigM.csv:287.48903942108154,utility_term_linearized,0,18000,-33.79018783569336,89.82270930027903,3.691227674484253,2.9775633811950684,9996.318359375,9997.0224609375,5.0950541496276855,1.0076044797897339,4.353841781616211,1.6440136432647705
